date,keywords,emails
1140950,4,271
1140950,5,324
1140950,5,601
1140950,0,325
1140950,5,223
1140952,11,1301
1140955,10,365
1140955,10,647
1140955,3,1107
1140955,4,1363
1140955,5,446
1140955,0,663
1140955,10,590
1140955,3,714
1140956,18,325
1140958,1,630
1141000,10,289
1141000,11,1521
1141000,13,239
1141000,15,337
1141000,2,369
1141000,2,727
1141000,3,775
1141000,4,229
1141000,4,677
1141000,5,148
1141000,5,239
1141000,5,337
1141000,5,605
1141000,7,787
1141000,0,370
1141000,10,236
1141000,2,223
1141000,2,513
1141000,3,1670
1141000,3,441
1141000,5,397
1141003,19,197
1141005,1,197
1141005,2,217
1141005,2,229
1141005,5,303
1141005,8,181
1141005,8,229
1141005,0,293
1141005,0,584
1141005,10,197
1141005,5,1056
1141005,71,236
1141010,1,417
1141010,11,386
1141010,12,569
1141010,13,296
1141010,20,833
1141010,3,507
1141010,4,419
1141010,4,422
1141010,6,220
1141010,6,361
1141010,9,495
1141010,9,636
1141010,0,192
1141010,0,237
1141010,0,251
1141010,0,256
1141010,3,1999
1141010,3,588
1141010,4,342
1141011,3,370
1141012,32,1501
1141015,2,611
1141015,5,377
1141015,6,528
1141015,0,1444
1141015,0,187
1141015,0,251
1141015,0,291
1141015,24,1262
1141015,6,321
1141015,7,1037
1141016,10,308
1141017,8,580
1141020,10,1552
1141020,4,1069
1141020,5,389
1141020,6,1140
1141020,76,197
1141022,13,233
1141025,12,889
1141025,18,1044
1141025,2,397
1141025,6,359
1141025,6,365
1141025,0,255
1141025,0,288
1141025,0,389
1141025,10,405
1141025,13,1040
1141025,3,296
1141025,8,162
1141028,3,308
1141030,10,370
1141030,15,564
1141030,2,480
1141030,3,239
1141030,5,180
1141030,7,281
1141030,7,580
1141030,7,708
1141030,7,802
1141030,8,337
1141030,0,223
1141030,10,258
1141030,17,178
1141030,2,237
1141030,6,303
1141032,2,328
1141032,14,373
1141035,10,304
1141035,11,543
1141035,26,1262
1141035,5,192
1141035,7,237
1141035,8,325
1141036,7,1363
1141040,12,588
1141040,2,313
1141040,20,1180
1141040,4,345
1141040,5,188
1141040,5,189
1141040,5,447
1141040,6,325
1141040,7,1011
1141040,0,368
1141040,12,480
1141045,5,108
1141045,5,1164
1141045,5,224
1141045,5,325
1141045,0,304
1141045,13,276
1141045,14,337
1141045,20,1588
1141047,10,612
1141047,11,239
1141050,13,787
1141050,2,714
1141050,5,342
1141050,6,919
1141050,8,443
1141050,1,395
1141050,3,229
1141050,3,287
1141052,14,866
1141055,10,925
1141055,2,460
1141055,3,248
1141055,4,1050
1141055,5,223
1141055,7,288
1141055,8,303
1141055,0,1210
1141055,13,328
1141055,2,493
1141055,24,370
1141055,3,296
1141057,12,325
1141058,3,333
1141058,7,446
1141100,1,284
1141100,2,405
1141100,23,1912
1141100,3,351
1141100,30,1073
1141100,5,332
1141100,6,239
1141100,7,180
1141100,8,347
1141100,0,239
1141100,1,453
1141100,10,440
1141100,3,487
1141102,15,181
1141103,10,796
1141103,15,236
1141105,1,321
1141105,1,636
1141105,3,256
1141105,4,447
1141105,4,564
1141105,6,358
1141105,4,369
1141105,6,341
1141105,9,1246
1141107,6,370
1141110,11,1073
1141110,12,687
1141110,14,1020
1141110,8,236
1141110,8,324
1141110,8,399
1141110,0,451
1141110,3,487
1141110,5,251
1141110,6,148
1141110,7,287
1141111,6,651
1141111,0,393
1141112,26,223
1141115,1,223
1141115,2,237
1141115,39,1797
1141115,5,325
1141115,5,451
1141115,5,677
1141115,8,630
1141115,0,189
1141115,0,448
1141115,10,337
1141115,4,197
1141116,0,507
1141118,11,307
1141118,21,671
1141120,12,1363
1141120,2,217
1141120,4,446
1141120,5,444
1141120,5,487
1141120,5,601
1141120,6,1073
1141120,7,187
1141120,8,528
1141120,0,178
1141120,0,457
1141120,5,248
1141120,6,580
1141120,7,223
1141122,21,337
1141122,5,361
1141122,8,612
1141124,5,584
1141124,6,666
1141124,3,386
1141125,15,543
1141125,5,177
1141125,5,471
1141125,6,303
1141125,0,496
1141126,25,369
1141126,38,345
1141129,10,248
1141130,13,934
1141130,19,239
1141130,2,318
1141130,3,148
1141130,3,271
1141130,3,308
1141130,3,328
1141130,3,359
1141130,3,687
1141130,5,239
1141130,7,440
1141130,0,1999
1141130,10,1342
1141130,15,197
1141130,3,342
1141130,56,997
1141130,70,1099
1141132,145,666
1141133,20,368
1141135,1,284
1141135,12,671
1141135,18,1040
1141135,2,410
1141135,4,283
1141135,8,368
1141135,13,197
1141135,14,328
1141138,5,588
1141138,8,256
1141140,10,1407
1141140,10,967
1141140,2,723
1141140,21,1671
1141140,3,371
1141140,5,288
1141140,5,314
1141140,5,487
1141140,5,491
1141140,8,237
1141140,8,319
1141140,0,405
1141140,0,677
1141140,1,405
1141140,10,351
1141140,22,325
1141140,3,395
1141140,32,1333
1141140,4,251
1141145,10,108
1141145,17,670
1141145,23,1444
1141145,25,1999
1141145,4,443
1141145,5,1489
1141145,8,389
1141145,0,276
1141145,13,258
1141145,3,371
1141145,3,407
1141150,4,180
1141150,4,189
1141150,5,328
1141150,5,562
1141150,6,423
1141150,7,997
1141150,5,1479
1141150,8,370
1141151,7,319
1141152,12,787
1141155,15,277
1141155,6,296
1141155,7,303
1141155,0,714
1141155,12,296
1141155,2,1156
1141155,25,370
1141155,3,296
1141155,3,419
1141155,30,304
1141158,14,397
1141158,7,181
1141200,1,188
1141200,10,325
1141200,10,397
1141200,12,1107
1141200,16,1044
1141200,17,972
1141200,2,307
1141200,2,495
1141200,3,605
1141200,4,663
1141200,6,324
1141200,6,337
1141200,6,487
1141200,7,197
1141200,8,224
1141200,9,281
1141200,3,337
1141200,33,647
1141200,5,162
1141202,11,220
1141203,13,843
1141203,16,325
1141205,15,628
1141205,2,276
1141205,5,1140
1141205,5,543
1141205,7,663
1141205,0,223
1141205,0,588
1141205,13,373
1141205,13,417
1141205,2,677
1141205,3,236
1141205,9,1235
1141206,3,239
1141207,2,229
1141207,24,345
1141210,1,192
1141210,11,697
1141210,13,718
1141210,3,323
1141210,4,1140
1141210,4,852
1141210,5,223
1141210,5,689
1141210,6,325
1141210,8,670
1141210,0,1044
1141210,0,389
1141210,11,361
1141210,12,872
1141210,7,303
1141210,8,407
1141210,8,833
1141210,9,313
1141215,1,397
1141215,2,251
1141215,2,377
1141215,26,1242
1141215,5,237
1141215,5,293
1141215,5,616
1141215,5,938
1141215,0,279
1141215,0,446
1141215,18,256
1141215,3,197
1141215,7,803
1141217,58,1848
1141220,1,187
1141220,10,708
1141220,2,293
1141220,5,1142
1141220,5,361
1141220,0,273
1141220,0,611
1141220,10,373
1141220,15,1099
1141220,19,229
1141220,4,496
1141220,5,180
1141220,8,236
1141221,28,1455
1141223,21,1069
1141224,3,197
1141225,10,803
1141225,16,458
1141225,4,1034
1141225,5,480
1141225,6,237
1141225,0,323
1141225,0,569
1141225,0,737
1141225,12,258
1141225,4,842
1141225,41,417
1141230,1,423
1141230,1,714
1141230,10,601
1141230,11,239
1141230,15,636
1141230,2,148
1141230,2,255
1141230,33,1751
1141230,35,2237
1141230,4,580
1141230,7,829
1141230,14,390
1141230,18,370
1141230,2,251
1141230,2,342
1141230,2,405
1141230,22,1262
1141230,7,236
1141230,8,325
1141230,8,347
1141231,9,256
1141233,2,587
1141233,29,325
1141235,3,570
1141235,5,189
1141235,5,321
1141235,8,358
1141235,9,248
1141235,0,395
1141235,17,393
1141235,27,478
1141235,4,239
1141235,5,687
1141235,7,229
1141235,8,367
1141236,6,447
1141238,14,1797
1141240,11,1977
1141240,7,479
1141240,0,358
1141240,25,347
1141240,5,189
1141243,12,1262
1141245,1,628
1141245,18,1137
1141245,3,192
1141245,5,217
1141245,5,223
1141245,7,487
1141245,8,1072
1141245,9,935
1141245,0,248
1141245,41,258
1141247,37,256
1141247,8,304
1141249,11,828
1141249,4,590
1141250,2,276
1141250,3,344
1141250,3,562
1141250,0,611
1141250,16,480
1141250,22,843
1141251,1,564
1141253,15,484
1141255,17,1093
1141255,5,447
1141255,18,178
1141255,33,333
1141257,27,345
1141257,33,296
1141258,18,370
1141258,63,304
1141300,11,666
1141300,2,370
1141300,4,217
1141300,4,239
1141300,5,1301
1141300,5,345
1141300,9,178
1141300,0,189
1141300,0,342
1141300,0,590
1141300,1,361
1141300,1,580
1141300,2,337
1141300,4,1069
1141300,7,303
1141303,2,762
1141303,13,632
1141303,15,271
1141304,20,869
1141305,11,276
1141305,16,651
1141305,3,369
1141305,8,1489
1141305,0,180
1141305,0,283
1141305,9,1164
1141310,10,288
1141310,13,1020
1141310,13,872
1141310,13,967
1141310,2,296
1141310,5,588
1141310,7,307
1141310,7,319
1141310,10,361
1141310,43,395
1141314,1,180
1141314,12,256
1141315,10,338
1141315,13,1136
1141315,2,237
1141315,3,550
1141315,4,453
1141315,5,224
1141315,0,304
1141315,17,386
1141315,2,308
1141315,21,759
1141315,5,220
1141315,8,333
1141315,9,318
1141316,26,446
1141319,30,369
1141320,12,303
1141320,15,677
1141320,2,342
1141320,5,328
1141320,6,405
1141320,7,181
1141320,9,689
1141320,0,1137
1141320,0,389
1141320,1,197
1141320,3,344
1141320,3,484
1141320,5,367
1141320,5,756
1141321,14,507
1141323,42,989
1141325,13,440
1141325,14,1107
1141325,2,307
1141325,3,313
1141325,6,335
1141325,12,345
1141325,12,718
1141325,17,647
1141325,5,677
1141327,5,258
1141330,1,239
1141330,23,1107
1141330,3,359
1141330,6,281
1141330,7,224
1141330,8,239
1141330,8,324
1141330,9,337
1141330,0,328
1141330,0,588
1141330,12,1020
1141330,3,487
1141330,4,361
1141330,5,337
1141330,5,419
1141330,7,371
1141333,5,236
1141334,3,487
1141335,5,187
1141335,5,325
1141335,8,550
1141335,0,273
1141335,0,325
1141335,11,229
1141335,5,279
1141335,5,460
1141336,10,223
1141338,14,646
1141339,11,480
1141339,2,395
1141340,10,462
1141340,16,714
1141340,3,319
1141340,5,737
1141340,0,293
1141340,14,197
1141340,19,180
1141340,20,478
1141340,3,237
1141341,11,256
1141343,23,368
1141345,10,1363
1141345,10,611
1141345,3,293
1141345,36,1987
1141345,7,197
1141345,7,303
1141345,8,1489
1141345,0,611
1141345,16,417
1141345,2,671
1141345,20,370
1141345,7,1090
1141350,4,562
1141350,5,584
1141350,8,296
1141350,22,407
1141350,3,1140
1141350,3,544
1141350,55,370
1141350,8,451
1141355,13,251
1141355,13,534
1141355,15,377
1141355,17,1166
1141355,17,2106
1141355,2,829
1141355,5,332
1141355,7,448
1141355,0,189
1141355,10,197
1141355,2,328
1141355,20,258
1141355,20,373
1141355,3,248
1141355,3,390
1141355,3,496
1141356,24,444
1141358,21,236
1141400,10,239
1141400,10,325
1141400,10,869
1141400,12,224
1141400,13,677
1141400,13,803
1141400,17,543
1141400,2,451
1141400,25,1999
1141400,3,239
1141400,5,178
1141400,5,361
1141400,6,491
1141400,13,562
1141400,2,337
1141400,2,453
1141400,26,417
1141400,5,1037
1141400,5,192
1141401,5,314
1141402,2,308
1141402,32,447
1141405,10,254
1141405,21,1751
1141405,3,296
1141405,5,192
1141405,6,580
1141405,7,371
1141405,11,423
1141405,12,872
1141405,3,256
1141405,3,303
1141405,3,907
1141405,30,671
1141405,5,284
1141405,51,405
1141410,12,677
1141410,2,1301
1141410,3,187
1141410,4,462
1141410,5,670
1141410,9,276
1141410,14,304
1141410,2,148
1141410,20,358
1141410,29,335
1141410,5,277
1141410,5,511
1141410,72,308
1141412,10,397
1141412,31,276
1141415,10,628
1141415,15,1489
1141415,29,859
1141415,5,480
1141415,5,528
1141415,8,423
1141415,0,318
1141415,0,341
1141415,13,229
1141415,15,368
1141415,18,1448
1141415,2,1048
1141415,9,457
1141419,10,670
1141420,10,1050
1141420,10,422
1141420,12,1180
1141420,13,217
1141420,6,324
1141420,8,283
1141420,1,507
1141420,3,570
1141420,34,223
1141420,5,440
1141420,5,621
1141422,0,1235
1141425,1,177
1141425,1,223
1141425,2,181
1141425,2,237
1141425,2,358
1141425,4,405
1141425,8,1262
1141425,0,407
1141425,13,651
1141425,15,495
1141425,17,251
1141427,42,405
1141428,23,1333
1141428,3,256
1141430,12,239
1141430,15,852
1141430,5,307
1141430,5,687
1141430,6,239
1141430,7,447
1141430,0,337
1141430,22,328
1141430,25,616
1141430,33,188
1141430,8,304
1141433,2,255
1141434,9,646
1141435,17,671
1141435,4,318
1141435,4,351
1141435,5,237
1141435,7,389
1141435,7,588
1141435,8,682
1141435,0,1073
1141435,0,248
1141435,12,236
1141435,20,479
1141438,4,682
1141439,11,480
1141440,10,479
1141440,15,1342
1141440,5,1073
1141440,5,288
1141440,6,308
1141440,0,303
1141440,0,325
1141440,0,417
1141440,45,373
1141442,5,1864
1141442,10,587
1141443,23,616
1141444,25,328
1141445,5,842
1141445,7,239
1141445,0,303
1141445,1,584
1141445,3,251
1141445,4,276
1141448,5,1246
1141448,50,337
1141449,2,345
1141449,20,256
1141449,7,254
1141449,7,325
1141450,17,938
1141450,2,279
1141450,3,308
1141450,5,580
1141450,0,189
1141450,0,313
1141450,12,628
1141450,14,697
1141450,2,342
1141450,28,236
1141450,5,271
1141454,0,646
1141455,11,325
1141455,3,328
1141455,3,437
1141455,5,223
1141455,6,405
1141455,7,605
1141455,8,197
1141455,0,437
1141455,1,399
1141455,3,192
1141458,18,1588
1141459,3,842
1141500,11,281
1141500,13,410
1141500,2,239
1141500,2,337
1141500,5,496
1141500,0,229
1141500,0,239
1141500,0,569
1141500,11,333
1141500,4,197
1141503,14,688
1141505,10,293
1141505,10,671
1141505,2,284
1141505,2,296
1141505,5,1034
1141505,5,319
1141505,5,550
1141505,8,842
1141505,0,229
1141505,0,714
1141505,23,328
1141505,3,365
1141505,3,570
1141507,13,188
1141507,23,304
1141507,47,258
1141508,3,361
1141510,11,303
1141510,6,446
1141510,0,248
1141510,10,888
1141510,15,223
1141510,15,446
1141513,1,148
1141513,12,407
1141513,8,197
1141515,18,515
1141515,2,187
1141515,2,405
1141515,28,1670
1141515,5,236
1141515,5,254
1141515,6,395
1141515,8,1156
1141515,0,187
1141515,0,296
1141515,0,324
1141515,1,251
1141518,6,1044
1141518,5,178
1141518,8,188
1141519,36,328
1141520,2,880
1141520,0,1521
1141520,0,534
1141520,10,342
1141520,2,796
1141520,27,1262
1141520,3,843
1141520,5,487
1141520,8,843
1141522,20,291
1141524,7,677
1141525,5,564
1141525,0,377
1141525,1,368
1141525,13,447
1141525,6,308
1141526,2,453
1141529,7,386
1141530,13,237
1141530,15,621
1141530,2,220
1141530,3,405
1141530,3,417
1141530,5,666
1141530,8,239
1141530,0,239
1141530,12,248
1141530,27,220
1141530,3,580
1141530,8,321
1141532,18,256
1141532,5,337
1141533,15,480
1141534,10,254
1141535,1,197
1141535,1,361
1141535,10,1797
1141535,2,162
1141535,2,419
1141535,40,2237
1141535,7,237
1141535,0,347
1141535,0,993
1141535,27,258
1141537,60,369
1141538,28,345
1141538,29,491
1141540,15,872
1141540,3,148
1141540,5,181
1141540,0,283
1141540,3,687
1141540,30,487
1141540,6,520
1141541,8,543
1141543,23,373
1141544,25,325
1141545,1,588
1141545,10,1009
1141545,12,303
1141545,3,189
1141545,5,377
1141545,9,324
1141545,12,307
1141545,2,217
1141547,2,1912
1141547,3,611
1141547,63,1009
1141549,11,507
1141550,4,223
1141550,5,1363
1141550,6,448
1141550,7,495
1141550,8,319
1141550,0,162
1141550,1,251
1141550,15,337
1141550,2,321
1141550,53,919
1141550,6,318
1141550,6,347
1141553,1,371
1141553,1,590
1141554,5,223
1141554,9,651
1141555,13,487
1141555,2,328
1141555,0,236
1141555,1,325
1141555,10,276
1141555,7,1099
1141555,9,590
1141556,0,338
1141556,27,258
1141558,10,325
1141559,19,687
1141600,13,580
1141600,2,237
1141600,2,304
1141600,3,239
1141600,5,189
1141600,5,239
1141600,5,248
1141600,7,358
1141600,0,318
1141600,0,405
1141600,27,1262
1141600,32,1618
1141600,7,440
1141600,8,271
1141600,80,370
1141600,85,370
1141602,12,447
1141605,14,663
1141605,2,564
1141605,8,237
1141605,0,588
1141605,10,370
1141605,11,833
1141605,2,616
1141605,2,765
1141605,40,479
1141606,24,256
1141606,5,258
1141607,20,328
1141608,10,328
1141608,5,303
1141608,6,337
1141610,1,471
1141610,10,319
1141610,17,1210
1141610,22,1999
1141610,3,345
1141610,5,197
1141610,5,197
1141610,5,989
1141610,0,341
1141610,0,611
1141613,37,314
1141613,6,570
1141615,10,303
1141615,11,833
1141615,14,281
1141615,2,308
1141615,2,447
1141615,2,480
1141615,4,345
1141615,5,148
1141615,5,419
1141615,7,239
1141615,0,361
1141615,0,446
1141615,0,687
1141615,10,407
1141615,13,328
1141615,2,288
1141615,42,369
1141615,5,935
1141615,7,443
1141617,8,258
1141618,37,229
1141620,29,1987
1141620,5,187
1141620,0,308
1141620,10,479
1141620,4,630
1141620,45,251
1141620,5,397
1141620,7,236
1141621,6,1140
1141623,21,229
1141624,0,487
1141624,14,192
1141624,40,236
1141625,10,1448
1141625,10,437
1141625,3,907
1141625,4,192
1141625,4,371
1141625,40,2277
1141625,0,395
1141625,0,440
1141625,11,178
1141625,11,351
1141625,28,256
1141625,6,304
1141625,6,569
1141625,63,423
1141626,22,289
1141627,5,386
1141627,9,1072
1141628,17,1624
1141628,30,337
1141628,5,1020
1141629,12,389
1141630,1,358
1141630,12,972
1141630,2,180
1141630,5,189
1141630,5,239
1141630,5,337
1141630,0,248
1141630,0,284
1141630,0,714
1141630,11,296
1141630,12,188
1141630,25,1797
1141630,33,507
1141630,4,321
1141630,6,451
1141632,12,296
1141633,2,361
1141633,78,276
1141635,1,255
1141635,10,405
1141635,10,670
1141635,0,296
1141635,0,437
1141635,23,287
1141635,3,718
1141635,5,423
1141637,4,838
1141640,1,448
1141640,3,1093
1141640,4,324
1141640,8,1235
1141640,4,677
1141640,55,446
1141642,20,803
1141643,8,325
1141645,10,756
1141645,2,293
1141645,3,324
1141645,6,925
1141645,18,178
1141645,5,487
1141645,5,647
1141647,0,632
1141647,57,1363
1141650,2,441
1141650,5,390
1141650,6,181
1141650,0,636
1141650,20,570
1141650,62,224
1141651,16,296
1141653,10,628
1141653,15,287
1141653,20,580
1141654,21,344
1141654,9,1020
1141655,5,321
1141655,6,670
1141655,10,256
1141655,17,325
1141655,25,1552
1141655,6,342
1141656,8,687
1141656,2,258
1141658,30,1262
1141700,2,237
1141700,4,677
1141700,5,148
1141700,5,251
1141700,5,333
1141700,5,377
1141700,6,239
1141700,7,148
1141700,8,237
1141700,8,337
1141700,9,220
1141700,0,239
1141700,11,197
1141700,2,308
1141700,20,325
1141700,25,256
1141700,4,370
1141700,7,528
1141700,7,562
1141705,10,217
1141705,19,718
1141705,2,1156
1141705,3,192
1141705,5,251
1141705,5,397
1141705,6,108
1141705,6,358
1141705,0,223
1141705,0,446
1141705,1,337
1141705,1,377
1141705,5,308
1141706,5,295
1141708,3,511
1141708,8,737
1141710,2,248
1141710,21,365
1141710,5,181
1141710,5,550
1141710,5,570
1141710,7,1772
1141710,0,423
1141710,0,484
1141710,0,651
1141710,10,1044
1141710,10,443
1141710,11,325
1141710,20,197
1141710,20,368
1141710,4,480
1141710,40,550
1141711,4,588
1141711,8,495
1141712,14,359
1141712,78,451
1141713,0,321
1141713,14,303
1141714,31,223
1141715,1,359
1141715,10,239
1141715,2,284
1141715,2,345
1141715,20,934
1141715,3,189
1141715,6,187
1141715,8,319
1141715,0,313
1141715,0,325
1141715,10,480
1141715,14,236
1141715,14,405
1141715,18,671
1141715,5,342
1141715,8,447
1141716,7,237
1141718,15,370
1141718,25,417
1141720,1,520
1141720,3,405
1141720,5,229
1141720,5,328
1141720,5,515
1141720,0,283
1141720,10,457
1141720,19,192
1141720,19,457
1141723,2,373
1141724,13,543
1141725,1,842
1141725,10,296
1141725,2,345
1141725,4,189
1141725,4,255
1141725,7,283
1141725,8,1497
1141725,8,471
1141725,0,256
1141725,17,162
1141725,2,2106
1141725,20,236
1141725,20,934
1141725,4,291
1141730,1,239
1141730,12,303
1141730,3,842
1141730,4,220
1141730,5,647
1141730,5,682
1141730,0,239
1141730,0,370
1141730,10,277
1141730,13,543
1141730,7,303
1141731,11,697
1141731,4,446
1141732,8,935
1141735,14,671
1141735,2,296
1141735,2,319
1141735,3,407
1141735,0,318
1141735,1,271
1141735,1,904
1141735,5,295
1141735,6,361
1141736,25,248
1141737,6,342
1141740,11,928
1141740,5,1099
1141740,5,248
1141740,9,197
1141740,0,328
1141740,11,1588
1141740,4,258
1141740,5,487
1141740,8,491
1141741,4,296
1141743,63,239
1141745,1,386
1141745,10,328
1141745,2,251
1141745,2,444
1141745,3,296
1141745,30,1162
1141745,4,180
1141745,4,197
1141745,5,192
1141745,5,588
1141745,6,410
1141745,7,714
1141745,0,281
1141745,10,237
1141745,10,288
1141745,2,587
1141745,22,718
1141745,5,967
1141747,13,1235
1141747,15,178
1141747,42,307
1141748,16,842
1141749,9,1521
1141750,1,397
1141750,10,588
1141750,2,177
1141750,7,1034
1141750,9,673
1141750,0,223
1141750,0,276
1141750,13,325
1141750,19,361
1141750,2,417
1141750,38,279
1141750,39,256
1141750,6,787
1141750,7,308
1141750,7,367
1141750,8,759
1141751,37,1099
1141752,0,325
1141753,2,358
1141753,5,677
1141753,10,765
1141754,7,389
1141755,5,236
1141755,14,872
1141755,32,368
1141755,46,762
1141755,5,347
1141758,50,307
1141800,16,370
1141800,3,178
1141800,4,239
1141800,4,562
1141800,4,688
1141800,5,189
1141800,7,367
1141800,8,646
1141800,0,446
1141800,10,337
1141800,2,223
1141800,4,239
1141800,56,395
1141800,68,689
1141800,8,304
1141802,4,507
1141805,7,601
1141805,8,605
1141805,9,294
1141805,0,484
1141805,18,304
1141805,2,1136
1141805,2,321
1141805,2,446
1141805,25,440
1141805,4,337
1141805,6,321
1141805,8,479
1141806,0,303
1141807,25,328
1141807,7,407
1141808,4,443
1141810,10,324
1141810,2,447
1141810,25,1073
1141810,4,777
1141810,0,108
1141810,0,148
1141810,0,293
1141810,0,308
1141810,20,880
1141810,28,787
1141810,29,223
1141810,65,224
1141810,8,256
1141811,12,1076
1141811,5,162
1141811,8,405
1141815,10,251
1141815,2,377
1141815,8,181
1141815,30,1599
1141815,7,325
1141819,17,1037
1141820,1,632
1141820,3,192
1141820,3,405
1141820,5,187
1141820,6,181
1141820,6,189
1141820,0,248
1141820,16,369
1141820,5,293
1141821,5,325
1141822,4,437
1141823,61,229
1141824,5,369
1141825,11,1140
1141825,2,447
1141825,8,335
1141825,0,666
1141825,0,925
1141825,5,371
1141826,0,1235
1141826,7,256
1141827,30,325
1141828,110,937
1141828,7,1959
1141829,11,371
1141830,13,838
1141830,15,1442
1141830,15,254
1141830,18,972
1141830,22,254
1141830,3,570
1141830,4,611
1141830,5,220
1141830,5,239
1141830,5,332
1141830,5,337
1141830,7,233
1141830,20,333
1141830,26,325
1141830,3,220
1141830,32,1751
1141832,12,314
1141832,18,192
1141833,15,1591
1141834,14,1448
1141834,8,1848
1141835,10,759
1141835,13,1073
1141835,5,217
1141835,5,328
1141835,0,543
1141835,7,670
1141836,2,569
1141836,4,296
1141836,57,337
1141837,1,1069
1141838,15,289
1141838,22,148
1141839,3,256
1141839,88,328
1141840,10,651
1141840,12,451
1141840,3,229
1141840,6,480
1141840,6,687
1141840,7,258
1141840,9,448
1141840,0,197
1141840,0,324
1141840,0,888
1141840,25,417
1141840,35,370
1141840,45,229
1141840,5,842
1141845,1,304
1141845,10,237
1141845,2,405
1141845,20,1140
1141845,5,377
1141845,7,370
1141846,3,236
1141850,1,335
1141850,10,852
1141850,12,907
1141850,2,251
1141850,2,256
1141850,2,283
1141850,3,358
1141850,4,187
1141850,7,248
1141850,7,303
1141850,10,328
1141850,3,422
1141850,5,342
1141850,5,345
1141850,50,271
1141850,50,347
1141850,9,180
1141851,48,237
1141852,25,460
1141853,14,237
1141854,12,590
1141855,1,296
1141855,13,889
1141855,17,296
1141855,8,223
1141855,0,1999
1141855,0,321
1141855,12,550
1141855,13,843
1141855,19,328
1141855,27,361
1141855,7,255
1141855,7,440
1141856,5,328
1141856,22,417
1141856,5,480
1141857,27,279
1141859,29,670
1141900,10,1072
1141900,5,1156
1141900,5,325
1141900,5,872
1141900,6,471
1141900,8,239
1141900,8,283
1141900,0,441
1141900,2,304
1141900,22,308
1141900,3,487
1141900,4,682
1141900,44,612
1141900,5,448
1141902,13,1481
1141905,10,361
1141905,12,251
1141905,2,233
1141905,23,1501
1141905,3,296
1141905,5,663
1141905,8,405
1141905,0,829
1141905,1,611
1141905,12,314
1141905,4,491
1141905,4,562
1141907,23,1020
1141908,33,1363
1141909,3,687
1141910,2,162
1141910,3,998
1141910,5,303
1141910,10,345
1141910,15,307
1141910,17,223
1141910,30,407
1141910,4,347
1141910,4,443
1141911,7,223
1141912,12,487
1141915,2,189
1141915,3,390
1141915,9,293
1141915,10,192
1141915,3,803
1141915,4,178
1141915,48,395
1141916,7,373
1141917,10,370
1141917,7,342
1141918,30,347
1141918,6,236
1141920,13,281
1141920,18,993
1141920,5,236
1141920,0,1246
1141920,0,319
1141920,1,276
1141920,10,288
1141920,11,337
1141920,24,1262
1141920,8,328
1141922,4,237
1141923,0,612
1141923,4,444
1141925,10,1090
1141925,10,294
1141925,11,793
1141925,15,687
1141925,2,386
1141925,3,1234
1141925,4,371
1141925,5,181
1141925,5,838
1141925,7,570
1141925,0,580
1141925,22,337
1141925,3,180
1141925,30,1506
1141925,40,997
1141926,19,239
1141926,21,493
1141927,6,417
1141928,0,358
1141930,17,967
1141930,2,304
1141930,2,405
1141930,20,543
1141930,5,197
1141930,0,189
1141930,0,239
1141930,0,277
1141930,0,588
1141930,3,223
1141930,5,323
1141930,8,1236
1141930,80,197
1141931,16,368
1141933,10,389
1141933,17,148
1141933,23,677
1141934,42,616
1141934,9,271
1141935,14,256
1141935,2,358
1141935,20,487
1141935,3,239
1141935,4,248
1141935,5,248
1141935,6,313
1141935,7,296
1141935,8,377
1141935,0,284
1141935,39,671
1141935,5,337
1141937,21,496
1141937,26,325
1141939,9,419
1141940,15,1814
1141940,15,347
1141940,2,444
1141940,8,293
1141940,0,296
1141940,5,370
1141940,5,588
1141943,65,689
1141945,15,1444
1141945,2,587
1141945,5,276
1141945,1,777
1141945,18,370
1141945,8,351
1141948,7,365
1141949,87,451
1141950,1,318
1141950,17,718
1141950,3,1363
1141950,3,333
1141950,4,1166
1141950,5,479
1141950,7,303
1141950,8,217
1141953,28,237
1141954,13,935
1141954,2,258
1141955,10,108
1141955,10,1140
1141955,3,377
1141955,5,236
1141955,5,546
1141955,8,407
1141955,0,328
1141955,18,361
1141957,10,605
1141957,48,370
1141958,83,889
1142000,21,515
1142000,3,337
1142000,4,423
1142000,7,239
1142000,0,220
1142000,0,347
1142000,0,446
1142000,0,487
1142000,10,180
1142000,10,407
1142000,11,758
1142000,18,647
1142000,19,495
1142000,23,697
1142000,24,373
1142000,28,628
1142000,3,229
1142000,31,446
1142001,10,1020
1142004,1,239
1142005,17,487
1142005,5,192
1142005,8,496
1142005,19,342
1142005,5,405
1142006,13,437
1142008,39,258
1142009,2,368
1142010,2,180
1142010,2,324
1142010,5,399
1142010,6,321
1142010,0,345
1142010,0,621
1142010,10,271
1142010,13,446
1142011,2,258
1142011,62,325
1142012,31,651
1142014,6,1489
1142015,10,223
1142015,10,248
1142015,18,296
1142015,2,1069
1142015,3,880
1142015,5,187
1142015,5,325
1142015,5,714
1142015,25,344
1142015,3,447
1142015,45,437
1142017,7,453
1142018,2,866
1142018,14,337
1142019,9,397
1142020,15,1048
1142020,18,1044
1142020,5,838
1142020,7,880
1142020,0,283
1142020,0,358
1142020,13,1044
1142020,4,395
1142020,4,443
1142020,50,256
1142021,10,937
1142021,14,365
